source,question,answer,img_id,question_norm,question_type,answer_type
Polyps,What color is the abnormality? If more than one separate with ;,flesh,cl8k2u1qf1etr0832g1k5358d,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qf1etr0832g1k5358d,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1etr0832g1k5358d,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1etr0832g1k5358d,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; lower-center,cl8k2u1qf1etr0832g1k5358d,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1etv0832ent6hcrw,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1etv0832ent6hcrw,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1etv0832ent6hcrw,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qg1etv0832ent6hcrw,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1etv0832ent6hcrw,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1etv0832ent6hcrw,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qg1etv0832ent6hcrw,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1etv0832ent6hcrw,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qg1etv0832ent6hcrw,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1etv0832ent6hcrw,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1etv0832ent6hcrw,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1etv0832ent6hcrw,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-left; upper-right,cl8k2u1qg1etv0832ent6hcrw,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1etz08321pkyge50,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1etz08321pkyge50,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1etz08321pkyge50,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qg1etz08321pkyge50,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1etz08321pkyge50,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1etz08321pkyge50,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qg1etz08321pkyge50,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qg1etz08321pkyge50,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qg1etz08321pkyge50,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1etz08321pkyge50,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1etz08321pkyge50,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1etz08321pkyge50,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; upper-right,cl8k2u1qg1etz08321pkyge50,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1eu308322cm75zii,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Is this finding easy to detect?,no,cl8k2u1qg1eu308322cm75zii,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qg1eu308322cm75zii,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1eu308322cm75zii,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1eu308322cm75zii,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qg1eu308322cm75zii,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1eu308322cm75zii,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh,cl8k2u1qg1eu308322cm75zii,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1eu308322cm75zii,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1eu308322cm75zii,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1eu308322cm75zii,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,cl8k2u1qg1eu308322cm75zii,where in the image is the abnormality,Location,List
Polyps,Have all polyps been removed?,no,cl8k2u1qg1eu308322cm75zii,have all polyps been removed,Yes/No,Yes/No
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1eu70832bucwbqvd,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1eu70832bucwbqvd,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1eu70832bucwbqvd,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qg1eu70832bucwbqvd,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1eu70832bucwbqvd,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1eu70832bucwbqvd,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qg1eu70832bucwbqvd,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1eu70832bucwbqvd,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh,cl8k2u1qg1eu70832bucwbqvd,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qg1eu70832bucwbqvd,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1eu70832bucwbqvd,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1eu70832bucwbqvd,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; upper-center,cl8k2u1qg1eu70832bucwbqvd,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1eub0832226yeboo,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1eub0832226yeboo,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1eub0832226yeboo,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qg1eub0832226yeboo,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1eub0832226yeboo,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1eub0832226yeboo,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qg1eub0832226yeboo,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qg1eub0832226yeboo,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qg1eub0832226yeboo,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1eub0832226yeboo,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1eub0832226yeboo,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1eub0832226yeboo,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,cl8k2u1qg1eub0832226yeboo,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1euf0832gmua4rbq,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Are there any instruments in the image? Check all that are present.,metal clip,cl8k2u1qg1euf0832gmua4rbq,are there any instruments in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1euf0832gmua4rbq,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1euf0832gmua4rbq,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qg1euf0832gmua4rbq,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1euf0832gmua4rbq,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1euf0832gmua4rbq,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qg1euf0832gmua4rbq,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1euf0832gmua4rbq,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qg1euf0832gmua4rbq,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1euf0832gmua4rbq,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1euf0832gmua4rbq,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1euf0832gmua4rbq,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,lower-center; lower-right,cl8k2u1qg1euf0832gmua4rbq,where in the image is the abnormality,Location,List
Polyps,Where in the image is the instrument?,lower-right,cl8k2u1qg1euf0832gmua4rbq,where in the image is the instrument,Location,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1euj08322af7h2n5,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Is this finding easy to detect?,yes,cl8k2u1qg1euj08322af7h2n5,is this finding easy to detect,Yes/No,Yes/No
Polyps,Have all polyps been removed?,no,cl8k2u1qg1euj08322af7h2n5,have all polyps been removed,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qg1euj08322af7h2n5,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1euj08322af7h2n5,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1euj08322af7h2n5,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qg1euj08322af7h2n5,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1euj08322af7h2n5,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,yellow; white; flesh,cl8k2u1qg1euj08322af7h2n5,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qg1euj08322af7h2n5,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1euj08322af7h2n5,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1euj08322af7h2n5,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the instrument?,center; center-left; upper-center; upper-left,cl8k2u1qg1euj08322af7h2n5,where in the image is the instrument,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1eun08329w691tb2,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1eun08329w691tb2,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qg1eun08329w691tb2,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1eun08329w691tb2,is there text,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qg1eun08329w691tb2,is there a green black box artefact,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1eun08329w691tb2,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qg1eun08329w691tb2,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1eun08329w691tb2,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh,cl8k2u1qg1eun08329w691tb2,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qg1eun08329w691tb2,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qg1eun08329w691tb2,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qg1eun08329w691tb2,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; upper-center,cl8k2u1qg1eun08329w691tb2,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qg1eur08327ump1pdv,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qg1eur08327ump1pdv,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qg1eur08327ump1pdv,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qg1eur08327ump1pdv,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qg1eur08327ump1pdv,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qg1eur08327ump1pdv,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qg1eur08327ump1pdv,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qg1eur08327ump1pdv,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white,cl8k2u1qg1eur08327ump1pdv,what color is the abnormality if more than one separate with,Color,List
