split,img_id,image_path,question,answer,question_type,answer_type,orig_height,orig_width
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Is there a green/black box artefact?,no,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Is there text?,yes,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,What type of procedure is the image taken from?,colonoscopy,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,What is the size of the polyp?,11-20mm,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,What type of polyp is present?,paris iia,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,How many findings are present?,1,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,How many polyps are in the image?,1,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,How many instrumnets are in the image?,1,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Where in the image is the instrument?,lower-center,,,530,511
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Have all polyps been removed?,no,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Is this finding easy to detect?,yes,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Is there a green/black box artefact?,yes,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Is there text?,yes,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,What type of procedure is the image taken from?,colonoscopy,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,What is the size of the polyp?,11-20mm,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,What type of polyp is present?,paris is,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,How many findings are present?,1,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,How many polyps are in the image?,1,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,How many instrumnets are in the image?,0,,,538,626
train,cl8k2u1r61fo70832f7tc9jmw,out/images/raw/cl8k2u1r61fo70832f7tc9jmw.jpg,Where in the image is the abnormality?,center; center-left; lower-center; upper-center; upper-left,,,538,626
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Have all polyps been removed?,no,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Is this finding easy to detect?,yes,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Is there a green/black box artefact?,yes,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Is there text?,yes,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,What type of procedure is the image taken from?,colonoscopy,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,What is the size of the polyp?,5-10mm,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,What type of polyp is present?,paris is,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,How many findings are present?,1,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,How many polyps are in the image?,1,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,How many instrumnets are in the image?,0,,,495,569
train,cl8k2u1r61fob083282xpdnf5,out/images/raw/cl8k2u1r61fob083282xpdnf5.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,,,495,569
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Have all polyps been removed?,no,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Is this finding easy to detect?,yes,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Is there a green/black box artefact?,yes,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Is there text?,yes,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,What is the size of the polyp?,>20mm,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,What type of polyp is present?,paris is,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,What color is the abnormality? If more than one separate with ;,red; pink; brown,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,How many findings are present?,1,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,How many polyps are in the image?,1,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,How many instrumnets are in the image?,0,,,531,595
train,cl8k2u1r61fof0832fe7qg6lc,out/images/raw/cl8k2u1r61fof0832fe7qg6lc.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center,,,531,595
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Have all polyps been removed?,no,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Is this finding easy to detect?,yes,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Is there a green/black box artefact?,yes,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Is there text?,yes,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,What is the size of the polyp?,5-10mm,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,What type of polyp is present?,paris is,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,How many findings are present?,1,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,How many polyps are in the image?,1,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,How many instrumnets are in the image?,0,,,531,613
train,cl8k2u1r71foj08320sbx3zqj,out/images/raw/cl8k2u1r71foj08320sbx3zqj.jpg,Where in the image is the abnormality?,lower-center,,,531,613
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Have all polyps been removed?,no,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Is this finding easy to detect?,yes,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Is there a green/black box artefact?,no,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Is there text?,yes,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,What type of procedure is the image taken from?,colonoscopy,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,What is the size of the polyp?,<5mm,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,What type of polyp is present?,paris iia,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,What color is the abnormality? If more than one separate with ;,white; red; pink,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,How many findings are present?,1,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,How many polyps are in the image?,1,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,How many instrumnets are in the image?,0,,,529,605
test,cl8k2u1r71fon0832ck0fghmu,out/images/raw/cl8k2u1r71fon0832ck0fghmu.jpg,Where in the image is the abnormality?,center; lower-center,,,529,605
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Have all polyps been removed?,no,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Is this finding easy to detect?,yes,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Is there a green/black box artefact?,yes,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Is there text?,yes,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,What is the size of the polyp?,11-20mm;5-10mm;<5mm,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,What type of polyp is present?,paris iia; paris is,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,How many findings are present?,4,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,How many polyps are in the image?,4,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,How many instrumnets are in the image?,0,,,531,606
test,cl8k2u1r71for0832hnt730m3,out/images/raw/cl8k2u1r71for0832hnt730m3.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-right; upper-center; upper-left,,,531,606
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Have all polyps been removed?,no,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Is this finding easy to detect?,yes,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Is there a green/black box artefact?,yes,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Is there text?,yes,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,What type of procedure is the image taken from?,colonoscopy,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,What is the size of the polyp?,<5mm,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,What type of polyp is present?,paris iia,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,How many findings are present?,1,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,How many polyps are in the image?,1,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,How many instrumnets are in the image?,0,,,530,571
train,cl8k2u1r71fov0832cnke57tp,out/images/raw/cl8k2u1r71fov0832cnke57tp.jpg,Where in the image is the abnormality?,center,,,530,571
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Have all polyps been removed?,no,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Is this finding easy to detect?,yes,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Is there a green/black box artefact?,yes,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Is there text?,yes,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,What is the size of the polyp?,<5mm,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,What type of polyp is present?,paris iia,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,How many findings are present?,1,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,How many polyps are in the image?,1,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,How many instrumnets are in the image?,0,,,531,622
validation,cl8k2u1r71foz083278j63qnm,out/images/raw/cl8k2u1r71foz083278j63qnm.jpg,Where in the image is the abnormality?,center-right,,,531,622
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Have all polyps been removed?,no,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Is this finding easy to detect?,yes,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Is there a green/black box artefact?,yes,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Is there text?,yes,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,What type of procedure is the image taken from?,colonoscopy,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,What is the size of the polyp?,5-10mm,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,What type of polyp is present?,paris is,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,How many findings are present?,1,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,How many polyps are in the image?,1,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,How many instrumnets are in the image?,0,,,546,623
test,cl8k2u1r71fp30832eb7a6arf,out/images/raw/cl8k2u1r71fp30832eb7a6arf.jpg,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,,,546,623
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Have all polyps been removed?,no,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Is this finding easy to detect?,yes,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Is there a green/black box artefact?,yes,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Is there text?,yes,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,What type of procedure is the image taken from?,colonoscopy,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,What is the size of the polyp?,>20mm,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,What type of polyp is present?,paris ip,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,How many findings are present?,1,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,How many polyps are in the image?,1,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,How many instrumnets are in the image?,0,,,547,626
train,cl8k2u1r71fp70832d4ux5yk7,out/images/raw/cl8k2u1r71fp70832d4ux5yk7.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,,,547,626
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Have all polyps been removed?,no,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Is this finding easy to detect?,yes,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Is there a green/black box artefact?,yes,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Is there text?,yes,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,What is the size of the polyp?,>20mm,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,What type of polyp is present?,paris is,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,How many findings are present?,1,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,How many polyps are in the image?,1,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,How many instrumnets are in the image?,0,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,,,531,600
train,cl8k2u1r71fpb08322exsadrq,out/images/raw/cl8k2u1r71fpb08322exsadrq.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,600
train,cl8k2u1r71fpf0832b9of8q9y,out/images/raw/cl8k2u1r71fpf0832b9of8q9y.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,547,625
train,cl8k2u1r71fpf0832b9of8q9y,out/images/raw/cl8k2u1r71fpf0832b9of8q9y.jpg,Have all polyps been removed?,no,,,547,625
train,cl8k2u1r71fpf0832b9of8q9y,out/images/raw/cl8k2u1r71fpf0832b9of8q9y.jpg,Is this finding easy to detect?,yes,,,547,625
train,cl8k2u1r71fpf0832b9of8q9y,out/images/raw/cl8k2u1r71fpf0832b9of8q9y.jpg,Is there a green/black box artefact?,yes,,,547,625
train,cl8k2u1r71fpf0832b9of8q9y,out/images/raw/cl8k2u1r71fpf0832b9of8q9y.jpg,Is there text?,yes,,,547,625
