source,question,answer,img_id
Polyps,Is there text?,yes,cl8k2u1qp1f1r08322uy5gky4
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1r08322uy5gky4
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qp1f1r08322uy5gky4
Polyps,What type of polyp is present?,paris iia,cl8k2u1qp1f1r08322uy5gky4
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f1r08322uy5gky4
Polyps,How many findings are present?,1,cl8k2u1qp1f1r08322uy5gky4
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1r08322uy5gky4
Polyps,Where in the image is the abnormality?,lower-right,cl8k2u1qp1f1r08322uy5gky4
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Is there text?,yes,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f1v0832ay26a3kl
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1v0832ay26a3kl
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qp1f1v0832ay26a3kl
Polyps,What type of polyp is present?,paris iia,cl8k2u1qp1f1v0832ay26a3kl
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f1v0832ay26a3kl
Polyps,How many findings are present?,1,cl8k2u1qp1f1v0832ay26a3kl
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Where in the image is the abnormality?,center; center-right; upper-center; upper-right,cl8k2u1qp1f1v0832ay26a3kl
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1z083237048hcc
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1z083237048hcc
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1z083237048hcc
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f1z083237048hcc
Polyps,Is there text?,yes,cl8k2u1qp1f1z083237048hcc
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1z083237048hcc
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qp1f1z083237048hcc
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f1z083237048hcc
Polyps,What color is the abnormality? If more than one separate with ;,pink; white,cl8k2u1qp1f1z083237048hcc
Polyps,How many findings are present?,1,cl8k2u1qp1f1z083237048hcc
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1z083237048hcc
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,cl8k2u1qp1f1z083237048hcc
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f2308328se14rpa
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f2308328se14rpa
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f2308328se14rpa
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f2308328se14rpa
Polyps,Is there text?,yes,cl8k2u1qp1f2308328se14rpa
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f2308328se14rpa
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qp1f2308328se14rpa
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f2308328se14rpa
Polyps,What color is the abnormality? If more than one separate with ;,pink; yellow,cl8k2u1qp1f2308328se14rpa
Polyps,How many findings are present?,1,cl8k2u1qp1f2308328se14rpa
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f2308328se14rpa
Polyps,Where in the image is the abnormality?,lower-center; lower-right,cl8k2u1qp1f2308328se14rpa
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f270832ae0546r5
Polyps,Are there any instruments in the image? Check all that are present.,biopsy forceps,cl8k2u1qp1f270832ae0546r5
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f270832ae0546r5
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f270832ae0546r5
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f270832ae0546r5
Polyps,Is there text?,yes,cl8k2u1qp1f270832ae0546r5
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f270832ae0546r5
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qp1f270832ae0546r5
Polyps,What type of polyp is present?,paris iia,cl8k2u1qp1f270832ae0546r5
Polyps,What color is the abnormality? If more than one separate with ;,pink; white,cl8k2u1qp1f270832ae0546r5
Polyps,How many findings are present?,2,cl8k2u1qp1f270832ae0546r5
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f270832ae0546r5
Polyps,How many instrumnets are in the image?,1,cl8k2u1qp1f270832ae0546r5
Polyps,Where in the image is the abnormality?,center-right; upper-center; upper-right,cl8k2u1qp1f270832ae0546r5
Polyps,Where in the image is the instrument?,lower-center; lower-right,cl8k2u1qp1f270832ae0546r5
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f2b0832fzdi827f
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f2b0832fzdi827f
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f2b0832fzdi827f
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f2b0832fzdi827f
Polyps,Is there text?,yes,cl8k2u1qp1f2b0832fzdi827f
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f2b0832fzdi827f
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qp1f2b0832fzdi827f
Polyps,What type of polyp is present?,paris ip,cl8k2u1qp1f2b0832fzdi827f
Polyps,What color is the abnormality? If more than one separate with ;,pink; red,cl8k2u1qp1f2b0832fzdi827f
Polyps,How many findings are present?,1,cl8k2u1qp1f2b0832fzdi827f
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f2b0832fzdi827f
Polyps,Where in the image is the abnormality?,center; center-right; upper-center,cl8k2u1qp1f2b0832fzdi827f
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f2f08323yc29v7y
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f2f08323yc29v7y
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f2f08323yc29v7y
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f2f08323yc29v7y
Polyps,Is there text?,yes,cl8k2u1qp1f2f08323yc29v7y
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f2f08323yc29v7y
Polyps,What is the size of the polyp?,5-10mm;>20mm,cl8k2u1qp1f2f08323yc29v7y
Polyps,What type of polyp is present?,paris ip; paris is,cl8k2u1qp1f2f08323yc29v7y
Polyps,What color is the abnormality? If more than one separate with ;,pink; grey; red,cl8k2u1qp1f2f08323yc29v7y
Polyps,How many findings are present?,2,cl8k2u1qp1f2f08323yc29v7y
Polyps,How many polyps are in the image?,2,cl8k2u1qp1f2f08323yc29v7y
Polyps,Where in the image is the abnormality?,center; center-right; upper-center; upper-right,cl8k2u1qp1f2f08323yc29v7y
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f2j083240px7ykd
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f2j083240px7ykd
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f2j083240px7ykd
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f2j083240px7ykd
Polyps,Is there text?,yes,cl8k2u1qp1f2j083240px7ykd
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f2j083240px7ykd
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qp1f2j083240px7ykd
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f2j083240px7ykd
Polyps,What color is the abnormality? If more than one separate with ;,yellow,cl8k2u1qp1f2j083240px7ykd
Polyps,How many findings are present?,1,cl8k2u1qp1f2j083240px7ykd
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f2j083240px7ykd
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qp1f2j083240px7ykd
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Have all polyps been removed?,yes,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Is there a green/black box artefact?,no,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Is there text?,no,cl8k2u1qq1f2n0832eo3v63aq
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f2n0832eo3v63aq
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qq1f2n0832eo3v63aq
Polyps,What type of polyp is present?,paris is,cl8k2u1qq1f2n0832eo3v63aq
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f2n0832eo3v63aq
Polyps,How many findings are present?,1,cl8k2u1qq1f2n0832eo3v63aq
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,cl8k2u1qq1f2n0832eo3v63aq
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f2r0832chas6xus
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f2r0832chas6xus
Polyps,Is this finding easy to detect?,no,cl8k2u1qq1f2r0832chas6xus
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f2r0832chas6xus
Polyps,Is there text?,yes,cl8k2u1qq1f2r0832chas6xus
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f2r0832chas6xus
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qq1f2r0832chas6xus
Polyps,What type of polyp is present?,paris is,cl8k2u1qq1f2r0832chas6xus
Polyps,What color is the abnormality? If more than one separate with ;,red,cl8k2u1qq1f2r0832chas6xus
Polyps,How many findings are present?,1,cl8k2u1qq1f2r0832chas6xus
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f2r0832chas6xus
Polyps,Where in the image is the abnormality?,lower-left,cl8k2u1qq1f2r0832chas6xus
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Is there a green/black box artefact?,no,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Is there text?,yes,cl8k2u1qq1f2v0832ecn3egfr
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f2v0832ecn3egfr
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qq1f2v0832ecn3egfr
Polyps,What type of polyp is present?,paris ip,cl8k2u1qq1f2v0832ecn3egfr
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f2v0832ecn3egfr
Polyps,How many findings are present?,1,cl8k2u1qq1f2v0832ecn3egfr
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Where in the image is the abnormality?,center; center-right; upper-center; upper-right,cl8k2u1qq1f2v0832ecn3egfr
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f2z08321wur88n7
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f2z08321wur88n7
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f2z08321wur88n7
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f2z08321wur88n7
Polyps,Is there text?,yes,cl8k2u1qq1f2z08321wur88n7
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f2z08321wur88n7
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qq1f2z08321wur88n7
Polyps,What type of polyp is present?,paris is,cl8k2u1qq1f2z08321wur88n7
Polyps,What color is the abnormality? If more than one separate with ;,red,cl8k2u1qq1f2z08321wur88n7
Polyps,How many findings are present?,1,cl8k2u1qq1f2z08321wur88n7
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f2z08321wur88n7
Polyps,Where in the image is the abnormality?,center-left; upper-left,cl8k2u1qq1f2z08321wur88n7
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f330832hwyu7xde
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f330832hwyu7xde
Polyps,Is this finding easy to detect?,no,cl8k2u1qq1f330832hwyu7xde
Polyps,Is there a green/black box artefact?,no,cl8k2u1qq1f330832hwyu7xde
Polyps,Is there text?,yes,cl8k2u1qq1f330832hwyu7xde
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f330832hwyu7xde
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qq1f330832hwyu7xde
Polyps,What type of polyp is present?,paris iia,cl8k2u1qq1f330832hwyu7xde
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f330832hwyu7xde
Polyps,How many findings are present?,1,cl8k2u1qq1f330832hwyu7xde
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f330832hwyu7xde
Polyps,Where in the image is the abnormality?,center,cl8k2u1qq1f330832hwyu7xde
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f37083281el3ozw
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f37083281el3ozw
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f37083281el3ozw
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f37083281el3ozw
Polyps,Is there text?,yes,cl8k2u1qq1f37083281el3ozw
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f37083281el3ozw
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qq1f37083281el3ozw
Polyps,What type of polyp is present?,paris is,cl8k2u1qq1f37083281el3ozw
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f37083281el3ozw
Polyps,How many findings are present?,1,cl8k2u1qq1f37083281el3ozw
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f37083281el3ozw
Polyps,Where in the image is the abnormality?,center-right,cl8k2u1qq1f37083281el3ozw
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Is there text?,yes,cl8k2u1qq1f3b08326y0hh1pl
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3b08326y0hh1pl
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qq1f3b08326y0hh1pl
Polyps,What type of polyp is present?,paris ip,cl8k2u1qq1f3b08326y0hh1pl
Polyps,What color is the abnormality? If more than one separate with ;,red,cl8k2u1qq1f3b08326y0hh1pl
Polyps,How many findings are present?,1,cl8k2u1qq1f3b08326y0hh1pl
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Where in the image is the abnormality?,center,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3b08326y0hh1pl
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Is this finding easy to detect?,no,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Is there text?,yes,cl8k2u1qq1f3f0832gepcg3n4
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3f0832gepcg3n4
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qq1f3f0832gepcg3n4
Polyps,What type of polyp is present?,paris iia,cl8k2u1qq1f3f0832gepcg3n4
Polyps,What color is the abnormality? If more than one separate with ;,yellow,cl8k2u1qq1f3f0832gepcg3n4
Polyps,How many findings are present?,1,cl8k2u1qq1f3f0832gepcg3n4
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Where in the image is the abnormality?,center,cl8k2u1qq1f3f0832gepcg3n4
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3j083237z6edgb
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3j083237z6edgb
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3j083237z6edgb
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3j083237z6edgb
Polyps,Is there text?,yes,cl8k2u1qq1f3j083237z6edgb
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3j083237z6edgb
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qq1f3j083237z6edgb
Polyps,What type of polyp is present?,paris iia,cl8k2u1qq1f3j083237z6edgb
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f3j083237z6edgb
Polyps,How many findings are present?,1,cl8k2u1qq1f3j083237z6edgb
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3j083237z6edgb
Polyps,Where in the image is the abnormality?,center,cl8k2u1qq1f3j083237z6edgb
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3n08325d33cse7
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3n08325d33cse7
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3n08325d33cse7
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3n08325d33cse7
Polyps,Is there text?,yes,cl8k2u1qq1f3n08325d33cse7
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3n08325d33cse7
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qq1f3n08325d33cse7
Polyps,What type of polyp is present?,paris ip,cl8k2u1qq1f3n08325d33cse7
Polyps,What color is the abnormality? If more than one separate with ;,red,cl8k2u1qq1f3n08325d33cse7
Polyps,How many findings are present?,1,cl8k2u1qq1f3n08325d33cse7
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3n08325d33cse7
Polyps,Where in the image is the abnormality?,center; lower-center,cl8k2u1qq1f3n08325d33cse7
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3r0832bhibea15
Polyps,Are there any instruments in the image? Check all that are present.,polyp snare,cl8k2u1qq1f3r0832bhibea15
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3r0832bhibea15
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3r0832bhibea15
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3r0832bhibea15
Polyps,Is there text?,yes,cl8k2u1qq1f3r0832bhibea15
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3r0832bhibea15
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qq1f3r0832bhibea15
Polyps,What type of polyp is present?,paris iia,cl8k2u1qq1f3r0832bhibea15
Polyps,What color is the abnormality? If more than one separate with ;,red,cl8k2u1qq1f3r0832bhibea15
Polyps,How many findings are present?,1,cl8k2u1qq1f3r0832bhibea15
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3r0832bhibea15
Polyps,Where in the image is the abnormality?,center; lower-center,cl8k2u1qq1f3r0832bhibea15
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3v08328tlx3cof
Polyps,Have all polyps been removed?,no,cl8k2u1qq1f3v08328tlx3cof
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3v08328tlx3cof
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3v08328tlx3cof
Polyps,Is there text?,yes,cl8k2u1qq1f3v08328tlx3cof
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3v08328tlx3cof
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qq1f3v08328tlx3cof
Polyps,What type of polyp is present?,paris iia,cl8k2u1qq1f3v08328tlx3cof
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qq1f3v08328tlx3cof
Polyps,How many findings are present?,1,cl8k2u1qq1f3v08328tlx3cof
Polyps,How many polyps are in the image?,1,cl8k2u1qq1f3v08328tlx3cof
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; upper-center; upper-right,cl8k2u1qq1f3v08328tlx3cof
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qq1f3z0832cckp504i
Polyps,Have all polyps been removed?,yes,cl8k2u1qq1f3z0832cckp504i
Polyps,Is this finding easy to detect?,yes,cl8k2u1qq1f3z0832cckp504i
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qq1f3z0832cckp504i
Polyps,Is there text?,yes,cl8k2u1qq1f3z0832cckp504i
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qq1f3z0832cckp504i
