source,question,answer,img_id,question_type,question_norm,answer_type
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qb1en708329324a35w,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1en708329324a35w,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1en708329324a35w,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qb1en708329324a35w,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,cl8k2u1qb1en708329324a35w,Location,where in the image is the abnormality,List
Polyps,Where in the image is the instrument?,center-left,cl8k2u1qb1en708329324a35w,Location,where in the image is the instrument,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1enb0832bueg0a7a,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1enb0832bueg0a7a,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1enb0832bueg0a7a,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1enb0832bueg0a7a,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1enb0832bueg0a7a,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1enb0832bueg0a7a,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qb1enb0832bueg0a7a,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1enb0832bueg0a7a,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white,cl8k2u1qb1enb0832bueg0a7a,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1enb0832bueg0a7a,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1enb0832bueg0a7a,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1enb0832bueg0a7a,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qb1enb0832bueg0a7a,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1enf0832f23d01gh,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Are there any instruments in the image? Check all that are present.,polyp snare,cl8k2u1qb1enf0832f23d01gh,Yes/No,are there any instruments in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1enf0832f23d01gh,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1enf0832f23d01gh,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1enf0832f23d01gh,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1enf0832f23d01gh,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1enf0832f23d01gh,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qb1enf0832f23d01gh,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1enf0832f23d01gh,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white; red,cl8k2u1qb1enf0832f23d01gh,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1enf0832f23d01gh,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1enf0832f23d01gh,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qb1enf0832f23d01gh,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; upper-center; upper-left,cl8k2u1qb1enf0832f23d01gh,Location,where in the image is the abnormality,List
Polyps,Where in the image is the instrument?,lower-center; lower-right,cl8k2u1qb1enf0832f23d01gh,Location,where in the image is the instrument,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1enj0832bxe6b7mo,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1enj0832bxe6b7mo,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qb1enj0832bxe6b7mo,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1enj0832bxe6b7mo,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1enj0832bxe6b7mo,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1enj0832bxe6b7mo,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qb1enj0832bxe6b7mo,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1enj0832bxe6b7mo,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red; orange,cl8k2u1qb1enj0832bxe6b7mo,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1enj0832bxe6b7mo,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1enj0832bxe6b7mo,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1enj0832bxe6b7mo,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,cl8k2u1qb1enj0832bxe6b7mo,Location,where in the image is the abnormality,List
Polyps,Where in the image is the abnormality?,center; upper-right,cl8k2u1qb1enn0832hhhfdpeu,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1enn0832hhhfdpeu,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1enn0832hhhfdpeu,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1enn0832hhhfdpeu,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1enn0832hhhfdpeu,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1enn0832hhhfdpeu,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1enn0832hhhfdpeu,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qb1enn0832hhhfdpeu,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1enn0832hhhfdpeu,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; red,cl8k2u1qb1enn0832hhhfdpeu,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1enn0832hhhfdpeu,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1enn0832hhhfdpeu,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1enn0832hhhfdpeu,Counting,how many instrumnets are in the image,Numeric
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qc1enr083259wmdpv6,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qc1enr083259wmdpv6,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qc1enr083259wmdpv6,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qc1enr083259wmdpv6,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,no,cl8k2u1qc1enr083259wmdpv6,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qc1enr083259wmdpv6,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qc1enr083259wmdpv6,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qc1enr083259wmdpv6,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; orange,cl8k2u1qc1enr083259wmdpv6,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qc1enr083259wmdpv6,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qc1enr083259wmdpv6,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qc1enr083259wmdpv6,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right,cl8k2u1qc1enr083259wmdpv6,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qc1env0832db6e6bo9,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qc1env0832db6e6bo9,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qc1env0832db6e6bo9,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qc1env0832db6e6bo9,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qc1env0832db6e6bo9,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qc1env0832db6e6bo9,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qc1env0832db6e6bo9,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qc1env0832db6e6bo9,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; blue; red,cl8k2u1qc1env0832db6e6bo9,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qc1env0832db6e6bo9,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qc1env0832db6e6bo9,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qc1env0832db6e6bo9,Counting,how many instrumnets are in the image,Numeric
Polyps,Are there any instruments in the image? Check all that are present.,polyp snare,cl8k2u1qc1env0832db6e6bo9,Yes/No,are there any instruments in the image? check all that are present,Token
Polyps,Where in the image is the abnormality?,center; center-left; upper-left,cl8k2u1qc1env0832db6e6bo9,Location,where in the image is the abnormality,List
Polyps,Where in the image is the instrument?,lower-center; lower-right,cl8k2u1qc1env0832db6e6bo9,Location,where in the image is the instrument,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qc1enz08323ez56fwp,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qc1enz08323ez56fwp,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qc1enz08323ez56fwp,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qc1enz08323ez56fwp,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qc1enz08323ez56fwp,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qc1enz08323ez56fwp,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qc1enz08323ez56fwp,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qc1enz08323ez56fwp,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; red,cl8k2u1qc1enz08323ez56fwp,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qc1enz08323ez56fwp,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qc1enz08323ez56fwp,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qc1enz08323ez56fwp,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; upper-center; upper-left,cl8k2u1qc1enz08323ez56fwp,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qc1eo308322qx60nfq,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qc1eo308322qx60nfq,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qc1eo308322qx60nfq,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qc1eo308322qx60nfq,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qc1eo308322qx60nfq,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qc1eo308322qx60nfq,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qc1eo308322qx60nfq,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qc1eo308322qx60nfq,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh,cl8k2u1qc1eo308322qx60nfq,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qc1eo308322qx60nfq,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qc1eo308322qx60nfq,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qc1eo308322qx60nfq,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; upper-center,cl8k2u1qc1eo308322qx60nfq,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qc1eo70832h1jaduea,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qc1eo70832h1jaduea,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qc1eo70832h1jaduea,Yes/No,is this finding easy to detect,Yes/No
